客代,標籤分類1,標籤分類2,標籤名稱,標籤值
27,基本類別,基本類別,會員等級,C級會員
27,基本類別,基本類別,會員年資分組,20年以上-25年以下
27,基本類別,基本類別,職業,退休族
27,保健,保健功效,可推薦商品類別,加強心血管機能
27,保健,保健功效,可推薦商品類別,強化靈活關節
27,保健,保健功效,可推薦商品類別,眼睛保健
27,保健,保健功效,可推薦商品類別,提升調節免疫力
27,保健,保健功效,可推薦商品類別,體重管理
27,保健,高健康意識,是否有高健康意識,是
27,生活,生活用品偏好,有無生活用品偏好,有
27,美容,美容偏好,有無美容偏好,有
27,食品,食品偏好,有無食品偏好,有
27,食品,飲食習慣,是否為素食者,是
27,寵物,寵物偏好,有無養寵物,無
28,基本類別,基本類別,性別,女
28,基本類別,基本類別,年齡區間,50-59
28,基本類別,基本類別,星座,天蠍座
28,基本類別,基本類別,居住縣市,高雄市三民區
28,基本類別,基本類別,會員等級,A級會員
28,基本類別,基本類別,會員年資分組,5年以上-10年以下
28,保健,保健功效,可推薦商品類別,女性保養
28,保健,保健功效,可推薦商品類別,加強心血管機能
28,保健,保健功效,可推薦商品類別,安神/幫助入睡
28,保健,保健功效,可推薦商品類別,美容養顏
28,保健,保健功效,可推薦商品類別,強化靈活關節
28,保健,保健功效,可推薦商品類別,眼睛保健
28,保健,保健功效,可推薦商品類別,提升調節免疫力
28,保健,保健功效,可推薦商品類別,腸胃保健
28,保健,保健功效,可推薦商品類別,護肝/抗疲勞
28,保健,保健功效,可推薦商品類別,體重管理
28,保健,高健康意識,是否有高健康意識,是
28,保健,網路瀏覽行為,保健瀏覽,提升免疫
28,保健,網路瀏覽行為,保健瀏覽,腎臟保養
28,保健,網路瀏覽行為,保健瀏覽,關節保養
28,保健,網路瀏覽行為,保健瀏覽,體重管理
28,生活,生活用品偏好,有無生活用品偏好,有
28,美容,美容偏好,有無美容偏好,有
28,美容,美容偏好,美妝保養類型偏好,護膚SPA
28,食品,食品偏好,有無食品偏好,有
28,寵物,寵物偏好,有無養寵物,無
29,基本類別,基本類別,性別,女
29,基本類別,基本類別,年齡區間,70-79
29,基本類別,基本類別,星座,處女座
29,基本類別,基本類別,居住縣市,台北市大安區
29,基本類別,基本類別,會員等級,A級會員
29,基本類別,基本類別,會員年資分組,20年以上-25年以下
29,保健,保健功效,可推薦商品類別,加強心血管機能
29,保健,保健功效,可推薦商品類別,美容養顏
29,保健,保健功效,可推薦商品類別,強化靈活關節
29,保健,保健功效,可推薦商品類別,眼睛保健
29,保健,保健功效,可推薦商品類別,提升調節免疫力
29,保健,保健功效,可推薦商品類別,腸胃保健
29,保健,保健功效,可推薦商品類別,體重管理
29,保健,高健康意識,是否有高健康意識,是
29,宗教商品,宗教風水偏好,有無宗教商品偏好,有
29,旅遊,旅遊偏好,旅遊國家偏好,日韓
29,旅遊,旅遊偏好,有無旅遊偏好,有
29,生活,生活用品偏好,有無生活用品偏好,有
29,美容,美容偏好,有無美容偏好,有
29,美容,美容偏好,美妝保養類型偏好,護膚SPA
29,食品,食品偏好,有無食品偏好,有
29,食品,飲食習慣,是否曾買過素食,是
29,寵物,寵物偏好,有無養寵物,有
29,寵物,寵物偏好,寵物類型,狗
29,寵物,寵物偏好,寵物類型,貓
30,基本類別,基本類別,性別,女
30,基本類別,基本類別,年齡區間,70-79
30,基本類別,基本類別,星座,天秤座
30,基本類別,基本類別,居住縣市,新北市三重區
30,基本類別,基本類別,會員等級,A級會員
30,基本類別,基本類別,會員年資分組,20年以上-25年以下
30,保健,保健功效,可推薦商品類別,加強心血管機能
30,保健,保健功效,可推薦商品類別,美容養顏
30,保健,保健功效,可推薦商品類別,眼睛保健
30,保健,保健功效,可推薦商品類別,提升調節免疫力
30,保健,保健功效,可推薦商品類別,腎臟保養
30,保健,保健功效,可推薦商品類別,腸胃保健
30,保健,保健功效,可推薦商品類別,體重管理
30,保健,高健康意識,是否有高健康意識,是
30,宗教商品,宗教風水偏好,有無宗教商品偏好,有
30,旅遊,旅遊偏好,旅遊國家偏好,日韓
30,旅遊,旅遊偏好,有無旅遊偏好,有
30,生活,生活用品偏好,有無生活用品偏好,有
30,美容,美容偏好,有無美容偏好,有
30,美容,美容偏好,美妝保養類型偏好,護膚SPA
30,食品,食品偏好,有無食品偏好,有
31,基本類別,基本類別,性別,女
31,基本類別,基本類別,年齡區間,60-69
31,基本類別,基本類別,星座,金牛座
31,基本類別,基本類別,居住縣市,新北市淡水區
31,基本類別,基本類別,會員等級,A級會員
31,基本類別,基本類別,會員年資分組,20年以上-25年以下
31,基本類別,基本類別,職業,退休族
31,保健,保健功效,可推薦商品類別,女性保養
31,保健,保健功效,可推薦商品類別,美容養顏
31,保健,保健功效,可推薦商品類別,提升調節免疫力
31,保健,保健功效,可推薦商品類別,體重管理
31,保健,高健康意識,是否有高健康意識,是
31,宗教商品,宗教風水偏好,有無宗教商品偏好,有
31,旅遊,旅遊偏好,旅遊國家偏好,日韓
31,旅遊,旅遊偏好,有無旅遊偏好,有
31,生活,生活用品偏好,有無生活用品偏好,有
31,美容,美容偏好,有無美容偏好,有
31,寵物,寵物偏好,有無養寵物,無
32,基本類別,基本類別,性別,女
32,基本類別,基本類別,年齡區間,60-69
32,基本類別,基本類別,星座,金牛座
32,基本類別,基本類別,居住縣市,新北市新店區
32,基本類別,基本類別,會員等級,A級會員
32,基本類別,基本類別,會員年資分組,20年以上-25年以下
32,基本類別,基本類別,職業,退休族
32,保健,保健功效,可推薦商品類別,加強心血管機能
32,保健,保健功效,可推薦商品類別,男仕精壯
32,保健,保健功效,可推薦商品類別,美容養顏
32,保健,保健功效,可推薦商品類別,強化靈活關節
32,保健,保健功效,可推薦商品類別,眼睛保健
32,保健,保健功效,可推薦商品類別,提升調節免疫力
32,保健,保健功效,可推薦商品類別,腎臟保養
32,保健,保健功效,可推薦商品類別,護肝/抗疲勞
32,保健,保健功效,可推薦商品類別,體重管理
32,保健,網路瀏覽行為,保健瀏覽,關節保養
32,保健,網路瀏覽行為,保健瀏覽,體重管理
32,旅遊,旅遊偏好,旅遊國家偏好,台灣
32,旅遊,旅遊偏好,有無旅遊偏好,有
32,生活,生活用品偏好,有無生活用品偏好,有
32,美容,美容偏好,有無美容偏好,有
32,食品,食品偏好,有無食品偏好,有
33,基本類別,基本類別,性別,女
33,基本類別,基本類別,年齡區間,50-59
33,基本類別,基本類別,星座,天秤座
33,基本類別,基本類別,居住縣市,台北市內湖區
33,基本類別,基本類別,會員等級,A級會員
33,基本類別,基本類別,會員年資分組,20年以上-25年以下
33,保健,保健功效,可推薦商品類別,加強心血管機能
33,保健,保健功效,可推薦商品類別,美容養顏
33,保健,保健功效,可推薦商品類別,強化靈活關節
33,保健,保健功效,可推薦商品類別,眼睛保健
33,保健,保健功效,可推薦商品類別,提升調節免疫力
33,保健,保健功效,可推薦商品類別,腎臟保養
33,保健,保健功效,可推薦商品類別,體重管理
33,保健,高健康意識,是否有高健康意識,是
33,旅遊,旅遊偏好,旅遊國家偏好,大陸
33,旅遊,旅遊偏好,旅遊國家偏好,日韓
33,旅遊,旅遊偏好,旅遊國家偏好,歐美
33,旅遊,旅遊偏好,有無旅遊偏好,有
33,生活,生活用品偏好,有無生活用品偏好,有
33,美容,美容偏好,有無美容偏好,有
33,美容,美容偏好,美妝保養類型偏好,美甲
33,美容,美容偏好,美妝保養類型偏好,醫美
33,美容,美容偏好,美妝保養類型偏好,護膚SPA
33,食品,飲食習慣,是否為素食者,是
33,寵物,寵物偏好,有無養寵物,有
33,寵物,寵物偏好,寵物類型,狗
34,基本類別,基本類別,性別,女
34,基本類別,基本類別,年齡區間,60-69
34,基本類別,基本類別,星座,處女座
34,基本類別,基本類別,居住縣市,台北市信義區
34,基本類別,基本類別,會員等級,A級會員
34,基本類別,基本類別,會員年資分組,20年以上-25年以下
34,保健,保健功效,可推薦商品類別,女性保養
34,保健,保健功效,可推薦商品類別,加強心血管機能
34,保健,保健功效,可推薦商品類別,美容養顏
34,保健,保健功效,可推薦商品類別,強化靈活關節
34,保健,保健功效,可推薦商品類別,眼睛保健
34,保健,保健功效,可推薦商品類別,提升調節免疫力
34,保健,保健功效,可推薦商品類別,護肝/抗疲勞
34,保健,保健功效,可推薦商品類別,體重管理
34,保健,高健康意識,是否有高健康意識,是
34,保健,網路瀏覽行為,保健瀏覽,關節保養
34,保健,網路瀏覽行為,保健瀏覽,體重管理
34,宗教商品,宗教風水偏好,有無宗教商品偏好,有
34,生活,生活用品偏好,有無生活用品偏好,有
34,美容,美容偏好,有無美容偏好,有
34,食品,食品偏好,有無食品偏好,有
35,基本類別,基本類別,性別,女
35,基本類別,基本類別,年齡區間,70-79
35,基本類別,基本類別,星座,金牛座
35,基本類別,基本類別,居住縣市,新北市蘆洲區
35,基本類別,基本類別,會員等級,A級會員
35,基本類別,基本類別,會員年資分組,20年以上-25年以下
35,保健,保健功效,可推薦商品類別,美容養顏
35,保健,保健功效,可推薦商品類別,強化靈活關節
35,保健,保健功效,可推薦商品類別,眼睛保健
35,保健,保健功效,可推薦商品類別,提升調節免疫力
35,保健,高健康意識,是否有高健康意識,是
35,宗教商品,宗教風水偏好,有無宗教商品偏好,有
35,旅遊,旅遊偏好,旅遊國家偏好,日韓
35,旅遊,旅遊偏好,有無旅遊偏好,有
35,生活,生活用品偏好,有無生活用品偏好,有
35,美容,美容偏好,有無美容偏好,有
35,美容,美容偏好,美妝保養類型偏好,護膚SPA
35,食品,食品偏好,有無食品偏好,有
35,食品,飲食習慣,是否為素食者,是
35,寵物,寵物偏好,有無養寵物,有
35,寵物,寵物偏好,寵物類型,貓
36,基本類別,基本類別,性別,女
36,基本類別,基本類別,年齡區間,60-69
36,基本類別,基本類別,星座,水瓶座
36,基本類別,基本類別,居住縣市,高雄市路竹區
36,基本類別,基本類別,會員等級,B級會員
36,基本類別,基本類別,會員年資分組,20年以上-25年以下
36,保健,保健功效,可推薦商品類別,加強心血管機能
36,保健,保健功效,可推薦商品類別,美容養顏
36,保健,保健功效,可推薦商品類別,眼睛保健
36,保健,保健功效,可推薦商品類別,提升調節免疫力
36,保健,保健功效,可推薦商品類別,腸胃保健
36,保健,高健康意識,是否有高健康意識,是
36,宗教商品,宗教風水偏好,有無宗教商品偏好,有
36,旅遊,旅遊偏好,旅遊國家偏好,大陸
36,旅遊,旅遊偏好,旅遊國家偏好,日韓
36,旅遊,旅遊偏好,旅遊國家偏好,台灣
36,旅遊,旅遊偏好,有無旅遊偏好,有
36,生活,生活用品偏好,有無生活用品偏好,有
36,美容,美容偏好,有無美容偏好,有
36,美容,美容偏好,美妝保養類型偏好,護膚SPA
36,食品,食品偏好,有無食品偏好,有
36,寵物,寵物偏好,有無養寵物,無
37,基本類別,基本類別,性別,女
37,基本類別,基本類別,年齡區間,70-79
37,基本類別,基本類別,星座,獅子座
37,基本類別,基本類別,居住縣市,新北市土城區
37,基本類別,基本類別,會員等級,A級會員
37,基本類別,基本類別,會員年資分組,20年以上-25年以下
37,基本類別,基本類別,職業,退休族
37,保健,保健功效,可推薦商品類別,美容養顏
37,保健,保健功效,可推薦商品類別,眼睛保健
37,保健,保健功效,可推薦商品類別,提升調節免疫力
37,保健,保健功效,可推薦商品類別,腸胃保健
37,保健,高健康意識,是否有高健康意識,是
37,宗教商品,宗教風水偏好,有無宗教商品偏好,有
37,旅遊,旅遊偏好,旅遊國家偏好,大陸
37,旅遊,旅遊偏好,旅遊國家偏好,日韓
37,旅遊,旅遊偏好,旅遊國家偏好,歐美
37,旅遊,旅遊偏好,有無旅遊偏好,有
37,美容,美容偏好,有無美容偏好,有
37,美容,美容偏好,美妝保養類型偏好,護膚SPA
37,食品,食品偏好,有無食品偏好,有
37,寵物,寵物偏好,有無養寵物,有
37,寵物,寵物偏好,寵物類型,貓
38,基本類別,基本類別,性別,女
38,基本類別,基本類別,年齡區間,60-69
38,基本類別,基本類別,星座,摩羯座
38,基本類別,基本類別,居住縣市,桃園市楊梅區
38,基本類別,基本類別,會員等級,B級會員
38,基本類別,基本類別,會員年資分組,20年以上-25年以下
38,保健,保健功效,可推薦商品類別,美容養顏
38,保健,保健功效,可推薦商品類別,強化靈活關節
38,保健,保健功效,可推薦商品類別,眼睛保健
38,保健,保健功效,可推薦商品類別,提升調節免疫力
38,保健,高健康意識,是否有高健康意識,是
38,宗教商品,宗教風水偏好,有無宗教商品偏好,有
38,旅遊,旅遊偏好,旅遊國家偏好,大陸
38,旅遊,旅遊偏好,有無旅遊偏好,有
38,生活,生活用品偏好,有無生活用品偏好,有
38,美容,美容偏好,有無美容偏好,有
38,食品,食品偏好,有無食品偏好,有
39,基本類別,基本類別,性別,女
39,基本類別,基本類別,年齡區間,70-79
39,基本類別,基本類別,星座,摩羯座
39,基本類別,基本類別,居住縣市,高雄市前鎮區
39,基本類別,基本類別,會員等級,A級會員
39,基本類別,基本類別,會員年資分組,20年以上-25年以下
39,基本類別,基本類別,職業,退休族
39,保健,保健功效,可推薦商品類別,美容養顏
39,保健,保健功效,可推薦商品類別,提升調節免疫力
39,保健,保健功效,可推薦商品類別,體重管理
39,保健,高健康意識,是否有高健康意識,是
39,旅遊,旅遊偏好,旅遊國家偏好,大陸
39,旅遊,旅遊偏好,有無旅遊偏好,有
39,生活,生活用品偏好,有無生活用品偏好,有
39,美容,美容偏好,有無美容偏好,有
39,美容,美容偏好,美妝保養類型偏好,護膚SPA
39,食品,食品偏好,有無食品偏好,有
39,食品,飲食習慣,是否曾買過素食,是
39,食品,飲食習慣,是否為素食者,是
39,寵物,寵物偏好,有無養寵物,有
39,寵物,寵物偏好,寵物類型,狗
39,寵物,寵物偏好,寵物類型,貓
40,基本類別,基本類別,性別,女
40,基本類別,基本類別,年齡區間,60-69
40,基本類別,基本類別,星座,水瓶座
40,基本類別,基本類別,居住縣市,新北市三重區
40,基本類別,基本類別,會員等級,A級會員
40,基本類別,基本類別,會員年資分組,20年以上-25年以下
40,基本類別,基本類別,職業,退休族
40,保健,保健功效,可推薦商品類別,加強心血管機能
40,保健,保健功效,可推薦商品類別,美容養顏
40,保健,保健功效,可推薦商品類別,強化靈活關節
40,保健,保健功效,可推薦商品類別,眼睛保健
40,保健,保健功效,可推薦商品類別,提升調節免疫力
40,保健,保健功效,可推薦商品類別,護肝/抗疲勞
40,保健,保健功效,可推薦商品類別,體重管理
40,保健,高健康意識,是否有高健康意識,是
40,宗教商品,宗教風水偏好,有無宗教商品偏好,有
40,旅遊,旅遊偏好,旅遊國家偏好,港澳
40,旅遊,旅遊偏好,有無旅遊偏好,有
40,生活,生活用品偏好,有無生活用品偏好,有
40,美容,美容偏好,有無美容偏好,有
40,食品,食品偏好,有無食品偏好,有
40,寵物,寵物偏好,有無養寵物,有
40,寵物,寵物偏好,寵物類型,貓
41,基本類別,基本類別,性別,男
41,基本類別,基本類別,年齡區間,60-69
41,基本類別,基本類別,星座,水瓶座
41,基本類別,基本類別,居住縣市,新北市板橋區
41,基本類別,基本類別,會員等級,A級會員
41,基本類別,基本類別,會員年資分組,20年以上-25年以下
41,保健,保健功效,可推薦商品類別,加強心血管機能
41,保健,保健功效,可推薦商品類別,男仕精壯
41,保健,保健功效,可推薦商品類別,強化靈活關節
41,保健,保健功效,可推薦商品類別,眼睛保健
41,保健,保健功效,可推薦商品類別,提升調節免疫力
41,保健,保健功效,可推薦商品類別,腎臟保養
41,保健,保健功效,可推薦商品類別,腸胃保健
41,保健,保健功效,可推薦商品類別,護肝/抗疲勞
41,保健,保健功效,可推薦商品類別,體重管理
41,保健,高健康意識,是否有高健康意識,是
41,宗教商品,宗教風水偏好,有無宗教商品偏好,有
41,旅遊,旅遊偏好,旅遊國家偏好,日韓
41,旅遊,旅遊偏好,有無旅遊偏好,有
41,生活,生活用品偏好,有無生活用品偏好,有
41,美容,美容偏好,有無美容偏好,有
41,食品,食品偏好,有無食品偏好,有
42,基本類別,基本類別,性別,女
42,基本類別,基本類別,年齡區間,60-69
42,基本類別,基本類別,星座,巨蟹座
42,基本類別,基本類別,居住縣市,台中市太平區
42,基本類別,基本類別,會員等級,A級會員
42,基本類別,基本類別,會員年資分組,20年以上-25年以下
42,保健,保健功效,可推薦商品類別,加強心血管機能
42,保健,保健功效,可推薦商品類別,美容養顏
42,保健,保健功效,可推薦商品類別,提升調節免疫力
42,保健,保健功效,可推薦商品類別,體重管理
42,保健,高健康意識,是否有高健康意識,是
42,宗教商品,宗教風水偏好,有無宗教商品偏好,有
42,旅遊,旅遊偏好,旅遊國家偏好,大陸
42,旅遊,旅遊偏好,旅遊國家偏好,歐美
42,旅遊,旅遊偏好,有無旅遊偏好,有
42,生活,生活用品偏好,有無生活用品偏好,有
42,美容,美容偏好,有無美容偏好,有
42,美容,美容偏好,美妝保養類型偏好,護膚SPA
42,食品,食品偏好,有無食品偏好,有
42,寵物,寵物偏好,有無養寵物,無
43,基本類別,基本類別,性別,女
43,基本類別,基本類別,年齡區間,60-69
43,基本類別,基本類別,星座,雙子座
43,基本類別,基本類別,居住縣市,高雄市燕巢區
43,基本類別,基本類別,會員等級,A級會員
43,基本類別,基本類別,會員年資分組,20年以上-25年以下
43,基本類別,基本類別,職業,退休族
43,保健,保健功效,可推薦商品類別,美容養顏
43,保健,保健功效,可推薦商品類別,強化靈活關節
43,保健,保健功效,可推薦商品類別,眼睛保健
43,保健,保健功效,可推薦商品類別,提升調節免疫力
43,保健,保健功效,可推薦商品類別,體重管理
43,保健,高健康意識,是否有高健康意識,是
43,生活,生活用品偏好,有無生活用品偏好,有
43,美容,美容偏好,有無美容偏好,有
43,美容,美容偏好,美妝保養類型偏好,護膚SPA
43,食品,食品偏好,有無食品偏好,有
43,食品,飲食習慣,是否為素食者,是
44,基本類別,基本類別,性別,女
44,基本類別,基本類別,年齡區間,50-59
44,基本類別,基本類別,星座,水瓶座
44,基本類別,基本類別,居住縣市,高雄市鳳山區
44,基本類別,基本類別,會員等級,B級會員
44,基本類別,基本類別,會員年資分組,20年以上-25年以下
44,基本類別,基本類別,職業,家庭主婦
44,保健,保健功效,可推薦商品類別,美容養顏
44,保健,保健功效,可推薦商品類別,強化靈活關節
44,保健,保健功效,可推薦商品類別,眼睛保健
44,保健,保健功效,可推薦商品類別,體重管理
44,保健,高健康意識,是否有高健康意識,是
44,旅遊,旅遊偏好,旅遊國家偏好,日韓
44,旅遊,旅遊偏好,有無旅遊偏好,有
44,生活,生活用品偏好,有無生活用品偏好,有
44,美容,美容偏好,有無美容偏好,有
44,美容,美容偏好,美妝保養類型偏好,護膚SPA
44,食品,食品偏好,有無食品偏好,有
45,基本類別,基本類別,性別,女
45,基本類別,基本類別,年齡區間,60-69
45,基本類別,基本類別,星座,天蠍座
45,基本類別,基本類別,居住縣市,基隆市中山區
45,基本類別,基本類別,會員等級,A級會員
45,基本類別,基本類別,會員年資分組,20年以上-25年以下
45,保健,保健功效,可推薦商品類別,加強心血管機能
45,保健,保健功效,可推薦商品類別,美容養顏
45,保健,保健功效,可推薦商品類別,眼睛保健
45,保健,保健功效,可推薦商品類別,提升記憶力
45,保健,保健功效,可推薦商品類別,提升調節免疫力
45,保健,保健功效,可推薦商品類別,體重管理
45,宗教商品,宗教風水偏好,有無宗教商品偏好,有
45,旅遊,旅遊偏好,旅遊國家偏好,港澳
45,旅遊,旅遊偏好,有無旅遊偏好,有
45,生活,生活用品偏好,有無生活用品偏好,有
45,美容,美容偏好,有無美容偏好,有
45,美容,美容偏好,美妝保養類型偏好,護膚SPA
45,食品,食品偏好,有無食品偏好,有
45,寵物,寵物偏好,有無養寵物,有
45,寵物,寵物偏好,寵物類型,狗
46,基本類別,基本類別,性別,女
46,基本類別,基本類別,年齡區間,60-69
46,基本類別,基本類別,星座,處女座
46,基本類別,基本類別,居住縣市,台北市北投區
46,基本類別,基本類別,會員等級,A級會員
46,基本類別,基本類別,會員年資分組,20年以上-25年以下
46,基本類別,基本類別,職業,上班族
46,保健,保健功效,可推薦商品類別,強化靈活關節
46,保健,保健功效,可推薦商品類別,提升調節免疫力
46,保健,保健功效,可推薦商品類別,護肝/抗疲勞
46,保健,高健康意識,是否有高健康意識,是
46,宗教商品,宗教風水偏好,有無宗教商品偏好,有
46,生活,生活用品偏好,有無生活用品偏好,有
46,美容,美容偏好,有無美容偏好,有
46,食品,食品偏好,有無食品偏好,有
46,寵物,寵物偏好,有無養寵物,無
47,基本類別,基本類別,性別,女
47,基本類別,基本類別,年齡區間,60-69
47,基本類別,基本類別,星座,水瓶座
47,基本類別,基本類別,居住縣市,台北市大同區
47,基本類別,基本類別,會員等級,A級會員
47,基本類別,基本類別,會員年資分組,20年以上-25年以下
47,保健,保健功效,可推薦商品類別,加強心血管機能
47,保健,保健功效,可推薦商品類別,美容養顏
47,保健,保健功效,可推薦商品類別,強化靈活關節
47,保健,保健功效,可推薦商品類別,眼睛保健
47,保健,保健功效,可推薦商品類別,提升調節免疫力
47,保健,保健功效,可推薦商品類別,護肝/抗疲勞
47,保健,保健功效,可推薦商品類別,體重管理
47,保健,高健康意識,是否有高健康意識,是
47,旅遊,旅遊偏好,旅遊國家偏好,大陸
47,旅遊,旅遊偏好,有無旅遊偏好,有
47,生活,生活用品偏好,有無生活用品偏好,有
47,美容,美容偏好,有無美容偏好,有
47,美容,美容偏好,美妝保養類型偏好,護膚SPA
47,食品,食品偏好,有無食品偏好,有
48,基本類別,基本類別,性別,女
48,基本類別,基本類別,年齡區間,60-69
48,基本類別,基本類別,星座,白羊座
48,基本類別,基本類別,居住縣市,台中市豐原區
48,基本類別,基本類別,會員等級,A級會員
48,基本類別,基本類別,會員年資分組,20年以上-25年以下
48,基本類別,基本類別,職業,退休族
48,保健,保健功效,可推薦商品類別,加強心血管機能
48,保健,保健功效,可推薦商品類別,美容養顏
48,保健,保健功效,可推薦商品類別,強化靈活關節
48,保健,保健功效,可推薦商品類別,眼睛保健
48,保健,保健功效,可推薦商品類別,提升調節免疫力
48,保健,保健功效,可推薦商品類別,護肝/抗疲勞
48,保健,保健功效,可推薦商品類別,體重管理
48,保健,高健康意識,是否有高健康意識,是
48,宗教商品,宗教風水偏好,有無宗教商品偏好,有
48,旅遊,旅遊偏好,旅遊國家偏好,日韓
48,旅遊,旅遊偏好,有無旅遊偏好,有
48,生活,生活用品偏好,有無生活用品偏好,有
48,美容,美容偏好,有無美容偏好,有
48,美容,美容偏好,美妝保養類型偏好,護膚SPA
48,食品,食品偏好,有無食品偏好,有
48,寵物,寵物偏好,有無養寵物,無
49,基本類別,基本類別,性別,女
49,基本類別,基本類別,年齡區間,50-59
49,基本類別,基本類別,星座,雙子座
49,基本類別,基本類別,居住縣市,新北市三重區
49,基本類別,基本類別,會員等級,A級會員
49,基本類別,基本類別,會員年資分組,20年以上-25年以下
49,保健,保健功效,可推薦商品類別,美容養顏
49,保健,保健功效,可推薦商品類別,眼睛保健
49,保健,保健功效,可推薦商品類別,提升調節免疫力
49,保健,保健功效,可推薦商品類別,體重管理
49,保健,高健康意識,是否有高健康意識,是
49,宗教商品,宗教風水偏好,有無宗教商品偏好,有
49,生活,生活用品偏好,有無生活用品偏好,有
49,美容,美容偏好,有無美容偏好,有
49,美容,美容偏好,美妝保養類型偏好,護膚SPA
49,食品,食品偏好,有無食品偏好,有
49,食品,飲食習慣,是否曾買過素食,是
49,食品,飲食習慣,是否為素食者,是
49,寵物,寵物偏好,有無養寵物,無
50,基本類別,基本類別,性別,女
50,基本類別,基本類別,年齡區間,40-49
50,基本類別,基本類別,星座,摩羯座
50,基本類別,基本類別,居住縣市,台北市萬華區
50,基本類別,基本類別,會員等級,A級會員
50,基本類別,基本類別,會員年資分組,20年以上-25年以下
50,保健,保健功效,可推薦商品類別,加強心血管機能
50,保健,保健功效,可推薦商品類別,男仕精壯
50,保健,保健功效,可推薦商品類別,美容養顏
50,保健,保健功效,可推薦商品類別,強化靈活關節
50,保健,保健功效,可推薦商品類別,眼睛保健
50,保健,保健功效,可推薦商品類別,提升調節免疫力
50,保健,保健功效,可推薦商品類別,腸胃保健
50,保健,保健功效,可推薦商品類別,護肝/抗疲勞
50,保健,保健功效,可推薦商品類別,體重管理
50,保健,網路瀏覽行為,保健瀏覽,體重管理
50,旅遊,旅遊偏好,旅遊國家偏好,日韓
50,旅遊,旅遊偏好,有無旅遊偏好,有
50,生活,生活用品偏好,有無生活用品偏好,有
50,美容,美容偏好,有無美容偏好,有
50,美容,美容偏好,美妝保養類型偏好,護膚SPA
50,食品,食品偏好,有無食品偏好,有
50,食品,飲食習慣,是否為素食者,是
51,基本類別,基本類別,性別,女
51,基本類別,基本類別,年齡區間,50-59
51,基本類別,基本類別,星座,白羊座
51,基本類別,基本類別,居住縣市,新北市蘆洲區
51,基本類別,基本類別,會員等級,A級會員
51,基本類別,基本類別,會員年資分組,20年以上-25年以下
51,保健,保健功效,可推薦商品類別,美容養顏
51,保健,保健功效,可推薦商品類別,強化靈活關節
51,保健,保健功效,可推薦商品類別,眼睛保健
51,保健,保健功效,可推薦商品類別,提升調節免疫力
51,保健,保健功效,可推薦商品類別,腎臟保養
51,保健,保健功效,可推薦商品類別,護肝/抗疲勞
51,保健,高健康意識,是否有高健康意識,是
51,生活,生活用品偏好,有無生活用品偏好,有
51,美容,美容偏好,有無美容偏好,有
51,食品,食品偏好,有無食品偏好,有
51,寵物,寵物偏好,有無養寵物,無
52,基本類別,基本類別,性別,女
52,基本類別,基本類別,年齡區間,60-69
52,基本類別,基本類別,星座,水瓶座
52,基本類別,基本類別,居住縣市,台中市西區
52,基本類別,基本類別,會員等級,B級會員
52,基本類別,基本類別,會員年資分組,20年以上-25年以下
52,保健,保健功效,可推薦商品類別,眼睛保健
52,保健,保健功效,可推薦商品類別,體重管理
52,保健,高健康意識,是否有高健康意識,是
52,宗教商品,宗教風水偏好,有無宗教商品偏好,有
52,美容,美容偏好,有無美容偏好,有
52,美容,美容偏好,美妝保養類型偏好,護膚SPA
52,食品,食品偏好,有無食品偏好,有
53,基本類別,基本類別,性別,女
53,基本類別,基本類別,年齡區間,50-59
53,基本類別,基本類別,星座,雙魚座
53,基本類別,基本類別,居住縣市,桃園市八德區
53,基本類別,基本類別,會員等級,A級會員
53,基本類別,基本類別,會員年資分組,20年以上-25年以下
53,保健,保健功效,可推薦商品類別,加強心血管機能
53,保健,保健功效,可推薦商品類別,美容養顏
53,保健,保健功效,可推薦商品類別,強化靈活關節
53,保健,保健功效,可推薦商品類別,眼睛保健
53,保健,保健功效,可推薦商品類別,提升調節免疫力
53,保健,高健康意識,是否有高健康意識,是
53,生活,生活用品偏好,有無生活用品偏好,有
53,美容,美容偏好,有無美容偏好,有
53,食品,食品偏好,有無食品偏好,有
53,食品,飲食習慣,是否為素食者,是
54,基本類別,基本類別,性別,女
54,基本類別,基本類別,年齡區間,50-59
54,基本類別,基本類別,星座,白羊座
54,基本類別,基本類別,居住縣市,新北市蘆洲區
54,基本類別,基本類別,會員等級,A級會員
54,基本類別,基本類別,會員年資分組,20年以上-25年以下
54,保健,保健功效,可推薦商品類別,加強心血管機能
54,保健,保健功效,可推薦商品類別,美容養顏
54,保健,保健功效,可推薦商品類別,強化靈活關節
54,保健,保健功效,可推薦商品類別,提升調節免疫力
54,保健,保健功效,可推薦商品類別,體重管理
54,保健,高健康意識,是否有高健康意識,是
54,生活,生活用品偏好,有無生活用品偏好,有
54,美容,美容偏好,有無美容偏好,有
54,美容,美容偏好,美妝保養類型偏好,護膚SPA
54,食品,食品偏好,有無食品偏好,有
54,食品,飲食習慣,是否曾買過素食,是
54,寵物,寵物偏好,有無養寵物,無
55,基本類別,基本類別,性別,女
55,基本類別,基本類別,年齡區間,50-59
55,基本類別,基本類別,星座,雙魚座
55,基本類別,基本類別,居住縣市,新北市板橋區
55,基本類別,基本類別,會員等級,A級會員
